Supermercado;Producto;NombreNormalizado;Precio;URL de la imagen
LaAnonima;Nueces Peladas Mariposa El Peoncito x 200 g.;Nueces;6650.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6639.jpg
LaAnonima;Radicheta Envasada x 70 gr;Radicheta;1690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3318.jpg
LaAnonima;Mix Araucano El Peoncito x 250 g.;Mix;4100.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6647.jpg
LaAnonima;Pasas de Uva Sultanina Rubias El Peoncito x 100 g.;Pasas;1850.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6903.jpg
LaAnonima;Morrón Variedades (Kg);Morrón;6990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3299.jpg
LaAnonima;Plátano (Kg);Plátano;3290.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3316.jpg
LaAnonima;Pasas de Uva Sultanina Negras El Peoncito x 100 g.;Pasas;960.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2089.jpg
LaAnonima;Maní Frito con Piel Maní King x 500 g.;Maní;3988.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26921.jpg
LaAnonima;Cebolla Verdeo (Kg);Cebolla;2890.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2379.jpg
LaAnonima;Maní Honey Roasted Spicy Dec Alimentos x 220 g.;Maní;2850.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26960.jpg
LaAnonima;Almendras Peladas Villares x 150 g.;Almendras;5950.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2707.jpg
LaAnonima;Almendras Peladas El Peoncito x 100 g.;Almendras;3550.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1971.jpg
LaAnonima;Semillas de Girasol For Good x 125 g.;Semillas;1150.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8645.jpg
LaAnonima;Pasas de Uva Negras El Peoncito x 250 g.;Pasas;2100.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6642.jpg
LaAnonima;Ensalada Lechuga Repollo y Zanahoria Rie La Huerta x 200 g.;Ensalada;3290.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26872.jpg
LaAnonima;Semilla de Chía El Peoncito x 175 g.;Semilla;2400.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6651.jpg
LaAnonima;Zanahoria Rallada Rie La Huerta x 250 g.;Zanahoria;2490.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26927.jpg
LaAnonima;Cramberries El Peoncito x 150 g.;Cramberries;3850.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11323.jpg
LaAnonima;Vegetales para Wok Rie La Huerta x 370 g.;Vegetales;3490.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26952.jpg
LaAnonima;Mix de Frutas Secas El Peoncito x 100 g.;Mix;2250.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3172.jpg
LaAnonima;Mix de Frutos Secos Salados El Peoncito x 100 g.;Mix;2000.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4715.jpg
LaAnonima;Castañas de Caju Salada y Tostada Villares x 150 g.;Castañas;6200.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7619.jpg
LaAnonima;Maíz Frito y Salado El Peoncito x 100 g.;Maíz;2700.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26844.jpg
LaAnonima;Kale & Remolacha Sueño Verde x 200 g.;Kale;2990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26862.jpg
LaAnonima;Girasol Tostado sin Sal x 200 gr;Girasol;899.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3325.jpg
LaAnonima;Apio (Kg);Apio;2990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2374.jpg
LaAnonima;Mango (Kg);Mango;799900.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2397.jpg
LaAnonima;Coco (Kg);Coco;4390.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7136.jpg
LaAnonima;Blanco de Apio Rie La Huerta x 300 g.;Blanco;2890.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26891.jpg
LaAnonima;Pistachos Tostados y Salados El Peoncito x 100 g.;Pistachos;5000.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8462.jpg
LaAnonima;Ensalada Cítrica Sueño Verde x 200 g.;Ensalada;3990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26916.jpg
LaAnonima;Nueces Peladas El Peoncito Bolsa x 100 g.;Nueces;3400.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2088.jpg
LaAnonima;Pasas de Uva Sultanina Negras El Peoncito x 250 g.;Pasas;2300.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2090.jpg
LaAnonima;Pistacho c/Cascara Salado y Tostado El Peoncito x 200 g.;Pistacho;9850.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11320.jpg
LaAnonima;Semillas de Chía For Good x 150 g.;Semillas;2200.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4931.jpg
LaAnonima;Semilla de Sésamo Integral El Peoncito x 175 g.;Semilla;1100.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11333.jpg
LaAnonima;Papines Andinos x 600 g.;Papines;4290.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9286.jpg
LaAnonima;Lechuga Capuchina (Kg);Lechuga;3290.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2383.jpg
LaAnonima;Mix de Frutas Seca-Semillas Granada El Peoncito x 100 g.;Mix;2150.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3171.jpg
LaAnonima;Tomates Deshidratados El Peoncito x 100 g.;Tomates;3200.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2418.jpg
LaAnonima;Semillas de Sésamo El Peoncito x 100 g.;Semillas;1700.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7800.jpg
LaAnonima;Maní Tostado sin Sal Maní King x 500 gr;Maní;3990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1926.jpg
LaAnonima;Mezclum de Hojas Rocky x 300 g.;Mezclum;1490.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26851.jpg
LaAnonima;Rúcula Rocky x 100 g.;Rúcula;2590.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26852.jpg
LaAnonima;Hinojo (Kg);Hinojo;3290.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3305.jpg
LaAnonima;Mix de Frutos Secos y Pasas Europeo El Peoncito x 100 g.;Mix;2800.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4329.jpg
LaAnonima;Tomate Cherry (Kg);Tomate;8990.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3307.jpg
LaAnonima;Nuez C/Cascara (Kg);Nuez;6999.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2796.jpg
LaAnonima;Almendras Peladas Medianas El Peoncito x 250 g.;Almendras;8500.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6640.jpg
LaAnonima;Mix Frutas Secas El Peoncito x 250 g.;Mix;5000.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6644.jpg
LaAnonima;Ensalada Rúcula y Radicchio Sueño Verde x 110 g.;Ensalada;2690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26876.jpg
LaAnonima;Chips de Manzana Roja Fruch x 35 g.;Chips;1690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26885.jpg
LaAnonima;Chips de Manzana Verde Fruch x 35 g.;Chips;1690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26886.jpg
LaAnonima;Semillas de Girasol El Peoncito x 100 g.;Semillas;1450.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2839.jpg
LaAnonima;Semillas de Chía El Peoncito x 100 g.;Semillas;1650.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2840.jpg
LaAnonima;Mix Frutas Secas The Happy Snack x 300 g.;Mix;5350.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26913.jpg
LaAnonima;Mix Desayuno The Happy Snack x 300 g.;Mix;5350.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26914.jpg
LaAnonima;Mix de Frutos Secos Tropical El Peoncito x 100 g.;Mix;2200.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000000000/549.jpg
LaAnonima;Almendras Peladas sin Tacc The Happy Snack x 50 g.;Almendras;2100.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26917.jpg
LaAnonima;Mix Energético sin Tacc The Happy Snack x 50 g.;Mix;1600.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26919.jpg
LaAnonima;Mix de Frutas Secas Desec Patagónico El Peoncito x 100 g.;Mix;3150.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9006.jpg
LaAnonima;Mix Saladito Pote Conosur x 150 g.;Mix;2550.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8753.jpg
LaAnonima;Ciruela Presidente sin Carozo El Peoncito x 250 g.;Ciruela;5500.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11322.jpg
LaAnonima;Ciruela (Kg);Ciruela;2890.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000000060/63.jpg
LaAnonima;Maíz Frito Miel y Mostaza Atuel Valley x 30 g.;Maíz;1050.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26944.jpg
LaAnonima;Choclo sin chala (Kg);Choclo;1490.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2380.jpg
LaAnonima;Pipas Peladas sin Sal Pipas x 180 g.;Pipas;2350.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26962.jpg
LaAnonima;Pipas Peladas Natural Pipas x 180 g.;Pipas;2350.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26963.jpg
LaAnonima;Pasas de Uva Moscatel El Peoncito x 250 g.;Pasas;1750.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3434.jpg
LaAnonima;Almendras Saladas y Tostadas El Peoncito x 100 g.;Almendras;4100.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2708.jpg
LaAnonima;Nueces Peladas Mariposa Villares x 100 g.;Nueces;4000.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2709.jpg
LaAnonima;Pasas de Uva Sultanina Negra Pote Villares x 200 g.;Pasas;2050.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7618.jpg
LaAnonima;Semillas de Lino For Good x 150 g.;Semillas;920.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8644.jpg
LaAnonima;Tomate Comercial Chico (Kg);Tomate;160000.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26822.jpg
LaAnonima;Hongos Secos El Peoncito x 50 g.;Hongos;2750.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6865.jpg
LaAnonima;Zanahoria Rallada Roots x 250 g.;Zanahoria;2690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26857.jpg
LaAnonima;Tomate Perita (Kg);Tomate;5690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3308.jpg
LaAnonima;Banana Chips El Peoncito x 150 g.;Banana;2850.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6643.jpg
LaAnonima;Mix Tropical El Peoncito x 200 g.;Mix;3900.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6645.jpg
LaAnonima;Mix Europeo El Peoncito x 250 g.;Mix;6200.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6646.jpg
LaAnonima;Ciboulette Envasado x 70 gr;Ciboulette;1690.0;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3323.jpg
Jumbo;Banana Ecuador Por Kg;Banana;1799.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/790316-500-auto?v=638272137671900000&width=500&height=auto&aspect=true
Jumbo;Palta Hass Elegida Unidad;Palta;699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/763476-500-auto?v=638080005645570000&width=500&height=auto&aspect=true
Jumbo;Almendras Peladas Sueltas X Kg;Almendras;8999.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/773178-500-auto?v=638138865872070000&width=500&height=auto&aspect=true
Jumbo;Nueces Mariposa Sin Cascara Por Kg;Nueces;11249.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/773176-500-auto?v=638138865867030000&width=500&height=auto&aspect=true
Jumbo;Manzana Roja Por Kg;Manzana;1724.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/472481-500-auto?v=636694698370130000&width=500&height=auto&aspect=true
Jumbo;Naranja Jugo Especial Por Kg;Naranja;1199.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/447204-500-auto?v=636559052624870000&width=500&height=auto&aspect=true
Jumbo;Limón X Kg;Limón;599.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/181777-500-auto?v=636383419335130000&width=500&height=auto&aspect=true
Jumbo;Naranja Para Jugo El Kg.;Naranja;999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/764069-500-auto?v=638084434020330000&width=500&height=auto&aspect=true
Jumbo;Mandarina Okitsu Por Kg;Mandarina;899.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/472813-500-auto?v=636695562339300000&width=500&height=auto&aspect=true
Jumbo;Manzana Gran Smith X Kg;Manzana;3499.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/472810-500-auto?v=636695562318370000&width=500&height=auto&aspect=true
Jumbo;Pera Por Kg;Pera;999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/447462-500-auto?v=636559053682470000&width=500&height=auto&aspect=true
Jumbo;Maní Pelado Salado Por Kg;Maní;4724.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/180176-500-auto?v=636383391515400000&width=500&height=auto&aspect=true
Jumbo;Uva Red Globe X Kg;Uva;3699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/472992-500-auto?v=636695568808430000&width=500&height=auto&aspect=true
Jumbo;Pomelo Ruby Star X Kg;Pomelo;1399.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/472995-500-auto?v=636695570951300000&width=500&height=auto&aspect=true
Jumbo;Naranja Por Kg;Naranja;999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/765610-500-auto?v=638095882474030000&width=500&height=auto&aspect=true
Jumbo;Arandanos Green Life 400g;Arandanos;4000.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/814129-500-auto?v=638451635074470000&width=500&height=auto&aspect=true
Jumbo;Arándano 125 Gr;Arándano;5299.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/176508-500-auto?v=636383331695530000&width=500&height=auto&aspect=true
Jumbo;Ciruela Negra Elegida Por Kg;Ciruela;4999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657475-500-auto?v=637629309055270000&width=500&height=auto&aspect=true
Jumbo;Castañas De Caju 1 Kg.;Castañas;18675.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/773179-500-auto?v=638138865874700000&width=500&height=auto&aspect=true
Jumbo;Uva Negra X Kg;Uva;3699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/424011-500-auto?v=636482200571670000&width=500&height=auto&aspect=true
Jumbo;Piña Gold X Kg;Piña;2199.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/763477-500-auto?v=638080005648530000&width=500&height=auto&aspect=true
Jumbo;Melón Blanco Por Kg;Melón;2299.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/473001-500-auto?v=636695572089600000&width=500&height=auto&aspect=true
Jumbo;Manzana Pink Lady Por Kg;Manzana;1699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/429597-500-auto?v=636501201513870000&width=500&height=auto&aspect=true
Jumbo;Lima X Kg;Lima;2899.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/427919-500-auto?v=636495157530100000&width=500&height=auto&aspect=true
Jumbo;Castañas De Caju 150 Gr;Castañas;3974.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805712-500-auto?v=638398282357930000&width=500&height=auto&aspect=true
Jumbo;Frambuesas X400g Green Life;Frambuesas;8400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/789031-500-auto?v=638258961805600000&width=500&height=auto&aspect=true
Jumbo;Pera Red Battler  1 Kg;Pera;1699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/180080-500-auto?v=636383390097700000&width=500&height=auto&aspect=true
Jumbo;Mango X Unidad;Mango;2999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/421046-500-auto?v=636481014880000000&width=500&height=auto&aspect=true
Jumbo;Frutillas Green Life 400g;Frutillas;5000.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800476-500-auto?v=638355730889430000&width=500&height=auto&aspect=true
Jumbo;Mix Energetico Bolsa 500 Gr;Mix;9749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805717-500-auto?v=638398282374130000&width=500&height=auto&aspect=true
Jumbo;Mix 3 Berries Karinat 300 Gr;Mix;5400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/489679-500-auto?v=636749130514630000&width=500&height=auto&aspect=true
Jumbo;Chips De Banana Pote 100 Gr;Chips;1874.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/552337-500-auto?v=637075279181000000&width=500&height=auto&aspect=true
Jumbo;Granola Tradicional X 400gr;Granola;2617.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/787786-500-auto?v=638242763135570000&width=500&height=auto&aspect=true
Jumbo;Pera Danjou-sin Atributo-s/e-kg-1;Pera;1799.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/194817-500-auto?v=636383557517430000&width=500&height=auto&aspect=true
Jumbo;Arándanos Karinat X300g;Arándanos;5000.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/617327-500-auto?v=637437282797270000&width=500&height=auto&aspect=true
Jumbo;Mix 4 Berries Green Life 400g;Mix;5950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/789974-500-auto?v=638270301684470000&width=500&height=auto&aspect=true
Jumbo;Manzana Rome 1 Kg;Manzana;3999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/180081-500-auto?v=636383390110170000&width=500&height=auto&aspect=true
Jumbo;Datiles X Kg.;Datiles;13499.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/652582-500-auto?v=637601020387800000&width=500&height=auto&aspect=true
Jumbo;Granada Unidad;Granada;2299.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/449517-500-auto?v=636568556445070000&width=500&height=auto&aspect=true
Jumbo;Pimienta Negra En Grano 50 Gr;Pimienta;1690.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/203613-500-auto?v=636383656130300000&width=500&height=auto&aspect=true
Jumbo;Ajo Deshidratado Molido;Ajo;1690.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/763095-500-auto?v=638076873859570000&width=500&height=auto&aspect=true
Jumbo;Chimichurri 51 X100gr;Chimichurri;799.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/185592-500-auto?v=636383469333170000&width=500&height=auto&aspect=true
Jumbo;Adobo Para Pizza 100 Gr;Adobo;1749.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/447224-500-auto?v=636559052700130000&width=500&height=auto&aspect=true
Jumbo;Orégano 100 Gr;Orégano;1799.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/185410-500-auto?v=636383467175230000&width=500&height=auto&aspect=true
Jumbo;Condimento Para Pizza X 100 Grs;Condimento;1790.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/555839-500-auto?v=637100325336700000&width=500&height=auto&aspect=true
Jumbo;Ají Molido 100 Gr;Ají;1990.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/447200-500-auto?v=636559052593130000&width=500&height=auto&aspect=true
Jumbo;Condimento Para Preparar Pesto X 100 Grs;Condimento;1790.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/555836-500-auto?v=637100325037170000&width=500&height=auto&aspect=true
Jumbo;Sal De Ajo X 100 Grs;Sal;1690.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/555835-500-auto?v=637100324836200000&width=500&height=auto&aspect=true
Jumbo;Chimichurri Clasico Deshidratado;Chimichurri;1890.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/536763-500-auto?v=636962661437400000&width=500&height=auto&aspect=true
Jumbo;Zanahoria Orgánica Fraccionada X 1 Kilo;Zanahoria;2699.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/698611-500-auto?v=637871997727930000&width=500&height=auto&aspect=true
